children_under_4,children_under_12,children_under_18,children_under_26,employment_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,probe_id,serial,probe,network_status,expense_type,val1,val2,val3,val4,action,plan,estimate_medical_visits,risk_aversion,choice,kdma_depends_on,persona
0,0,1,0,Hourly,3681,1,Owns,1,2,1,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,5,low,low,RISK,1
0,1,1,1,Hourly,1019,1,Owns,8,10,2,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,5,low,low,RISK,1
0,1,1,0,Bonus,4493,1,Owns,10,4,3,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,5,low,low,RISK,1
0,1,1,0,Salaried,1012,1,Owns,8,2,25,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,5,low,low,RISK,1
0,0,0,0,Bonus,1248,1,Rents,1,10,10,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,5,low,low,RISK,1
0,0,0,0,Salaried,1214,0,Owns,1,7,6,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,5,low,low,RISK,1
1,0,0,0,Salaried,2852,1,Rents,1,5,5,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,5,low,low,RISK,1
0,0,0,0,Bonus,1440,1,Owns,4,10,8,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,5,low,low,RISK,1
1,0,1,0,Bonus,2951,0,Owns,4,0,4,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,5,low,low,RISK,1
2,1,0,2,Salaried,4377,0,Rents,10,19,27,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,1,0,Salaried,1919,0,Owns,10,15,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,0,0,Salaried,4671,1,Rents,15,12,28,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,1,0,0,Bonus,1139,0,Owns,13,16,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,2,1,Bonus,3085,0,Rents,9,12,39,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,2,0,Salaried,912,1,Rents,16,14,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,2,1,Hourly,3561,1,Owns,12,13,26,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,0,0,Hourly,4350,0,Rents,7,16,37,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,2,1,2,Salaried,3664,0,Owns,7,16,39,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,0,1,Bonus,1972,1,Owns,17,14,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,2,2,Salaried,1235,1,Rents,14,14,34,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,0,1,Bonus,2294,1,Owns,10,19,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,2,0,Salaried,4592,1,Rents,16,17,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,1,1,Hourly,2183,1,Owns,6,15,48,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,2,1,Salaried,1622,1,Rents,8,12,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,1,2,Salaried,4259,1,Rents,6,18,32,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,1,1,2,Salaried,4138,0,Owns,17,13,27,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,0,1,2,Bonus,2742,0,Owns,17,20,28,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,0,2,Bonus,4027,1,Rents,8,14,29,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,0,0,Bonus,3643,0,Rents,16,13,50,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,2,0,Salaried,1855,0,Rents,17,20,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,0,1,Bonus,4199,0,Owns,14,17,32,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,1,0,Salaried,358,0,Rents,12,16,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,1,1,Salaried,2175,0,Owns,16,20,34,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,0,0,Bonus,2804,0,Owns,11,11,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,1,2,1,Bonus,2793,1,Owns,17,19,27,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,0,2,0,Salaried,1366,0,Owns,14,15,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,1,2,Salaried,3990,0,Rents,13,12,28,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,1,0,Salaried,1625,0,Owns,16,16,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,0,0,Hourly,1178,0,Owns,5,12,39,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,0,0,Hourly,2665,0,Rents,8,14,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,2,0,Hourly,4144,0,Owns,9,13,26,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,2,0,Hourly,2547,1,Owns,14,16,37,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,1,0,Hourly,152,1,Owns,15,16,39,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,0,0,Bonus,2909,1,Rents,9,14,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,2,1,1,Bonus,2404,1,Owns,11,14,34,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,0,1,2,Bonus,144,1,Owns,10,19,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,0,1,0,Hourly,2250,0,Owns,11,17,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,0,0,0,Hourly,4826,0,Owns,10,15,48,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,0,0,Salaried,792,0,Owns,12,12,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,0,1,Hourly,3429,0,Rents,15,18,32,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,0,1,Hourly,1596,1,Owns,11,13,27,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,2,0,Salaried,83,1,Owns,7,20,28,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,0,2,Salaried,3601,0,Owns,6,14,29,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,0,1,Bonus,861,0,Owns,15,13,50,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,2,2,Salaried,2240,1,Rents,15,20,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,0,0,Hourly,2384,0,Rents,6,17,32,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,0,0,Bonus,2363,1,Rents,12,16,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,2,0,Salaried,4539,0,Owns,10,20,34,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,0,0,Bonus,489,0,Rents,9,11,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,0,2,Bonus,4623,1,Owns,7,19,27,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,0,0,Salaried,153,1,Owns,5,15,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,2,1,Salaried,3954,0,Owns,6,12,28,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,0,0,Salaried,4742,0,Rents,5,16,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,0,1,Hourly,3289,0,Rents,15,12,39,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,1,1,Bonus,3409,1,Rents,13,14,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,2,1,Bonus,3179,0,Rents,8,13,26,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,0,1,Bonus,4271,0,Rents,9,16,37,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,0,0,Hourly,4605,1,Rents,10,16,39,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,2,2,Salaried,3042,1,Rents,6,14,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,2,0,Hourly,170,0,Rents,16,14,34,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,0,2,Salaried,2062,0,Rents,7,19,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,2,2,Bonus,1962,0,Rents,5,17,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,0,0,Bonus,1006,0,Owns,11,15,48,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,1,2,Salaried,4555,0,Rents,8,12,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,1,1,0,Bonus,458,0,Rents,10,18,32,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,0,2,1,Hourly,1593,0,Owns,5,13,27,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,0,1,Hourly,4519,1,Owns,11,20,28,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,0,0,Bonus,2639,0,Rents,5,14,29,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,2,1,Hourly,2563,1,Rents,15,13,50,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,2,1,Bonus,2810,1,Owns,15,20,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,0,1,Hourly,2954,1,Owns,18,17,32,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,2,0,Hourly,2299,1,Owns,13,16,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,1,2,Hourly,1155,0,Rents,6,20,34,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,2,0,Bonus,1856,1,Rents,14,11,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,1,1,0,Salaried,3352,1,Rents,6,19,27,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,0,0,1,Hourly,3735,1,Owns,15,15,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,1,0,2,Salaried,1125,1,Rents,6,12,28,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,0,1,0,Bonus,4695,0,Owns,5,16,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,1,1,Salaried,1210,0,Rents,17,12,39,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,1,0,Bonus,3149,0,Owns,6,14,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,1,1,Bonus,3757,0,Rents,6,13,26,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,2,1,Salaried,4038,1,Rents,12,16,37,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,0,2,Bonus,381,0,Owns,8,16,39,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,1,1,Hourly,2879,1,Rents,16,14,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,0,0,Hourly,2246,0,Owns,17,14,34,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,1,0,Hourly,3337,0,Rents,7,19,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,1,1,1,Hourly,874,0,Owns,17,17,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,1,0,0,Hourly,4470,1,Owns,6,15,48,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
2,0,1,1,Hourly,3252,1,Owns,10,12,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,2,0,1,Hourly,176,1,Rents,9,18,32,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,2,0,Hourly,3681,1,Owns,6,13,27,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,1,2,Hourly,1019,1,Owns,15,20,28,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,1,1,Bonus,4493,1,Owns,18,14,29,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,2,2,0,Salaried,1012,1,Owns,15,13,50,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,1,1,Bonus,1248,1,Rents,7,20,35,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
0,0,1,0,Salaried,1214,0,Owns,6,17,32,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,1,0,Salaried,2852,1,Rents,6,16,31,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,0,0,Bonus,1440,1,Owns,10,20,34,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
1,0,1,0,Bonus,2951,0,Owns,11,11,30,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,6450,1,10,low,low,RISK,1
3,2,1,3,Salaried,4377,0,Rents,24,48,52,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,1,2,1,Salaried,1919,0,Owns,25,33,56,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
2,2,1,1,Salaried,4671,1,Rents,33,23,53,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
3,2,1,1,Bonus,1139,0,Owns,29,38,56,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,2,3,2,Bonus,3085,0,Rents,23,24,64,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,2,3,1,Salaried,912,1,Rents,37,29,55,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
2,1,3,2,Hourly,3561,1,Owns,28,26,51,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
2,3,1,1,Hourly,4350,0,Rents,19,36,62,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
3,3,2,3,Salaried,3664,0,Owns,18,38,64,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,1,1,1,Bonus,1972,1,Owns,38,31,55,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,1,3,3,Salaried,1235,1,Rents,32,31,59,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,3,1,2,Bonus,2294,1,Owns,25,47,55,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,2,3,1,Salaried,4592,1,Rents,37,41,60,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,1,1,2,Hourly,2183,1,Owns,16,35,73,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
2,2,3,2,Salaried,1622,1,Rents,21,24,60,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
2,3,1,3,Salaried,4259,1,Rents,17,43,57,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
3,2,2,3,Salaried,4138,0,Owns,37,25,52,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
3,1,2,3,Bonus,2742,0,Owns,39,50,53,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,1,1,3,Bonus,4027,1,Rents,21,31,54,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
2,2,1,1,Bonus,3643,0,Rents,35,26,75,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
2,1,3,1,Salaried,1855,0,Rents,39,49,60,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,3,1,1,Bonus,4199,0,Owns,33,40,57,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
1,3,2,1,Salaried,358,0,Rents,28,36,56,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
2,2,2,1,Salaried,2175,0,Owns,35,49,59,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
2,2,1,1,Bonus,2804,0,Owns,26,20,55,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
3,3,3,2,Bonus,2793,1,Owns,39,48,52,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,20,low,low,RISK,1
