children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,probe,network_status,expense_type,action,predicted_kdma,probe_id,val1,val2,val3,val4,risk_aversion,choice
2,1,0,0,Bonus,1139,No,Owns,13,16,31,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.390372830841883e-05,4,6450,4000,1500,1000,low,low
1,1,2,2,Bonus,3409,Yes,Rents,30,29,55,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,2.880390765892698e-05,17,50,70,80,100,low,low
0,0,0,1,Bonus,1972,Yes,Owns,17,14,30,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,2.409619980298081e-05,1,1600,600,200,0,low,low
0,1,0,0,Bonus,2639,No,Rents,5,14,29,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,2.4926913931916978e-05,18,20,15,10,10,low,low
2,1,3,1,Hourly,2299,Yes,Owns,31,36,56,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.8024155944025588e-05,20,100,50,30,10,low,low
1,1,1,1,Bonus,2909,Yes,Rents,23,31,55,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,2.8722910240483133e-05,17,50,70,80,100,low,low
4,3,3,2,Salaried,2852,Yes,Rents,38,64,80,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.3847053525728896e-05,15,50,70,70,80,low,low
4,3,4,2,Salaried,1366,No,Owns,56,61,80,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,2.404341572257268e-05,8,80,40,20,15,low,low
1,1,1,0,Hourly,152,Yes,Owns,15,16,39,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,2.3922275365626665e-05,10,120,100,60,0,low,low
4,4,4,4,Bonus,2793,Yes,Owns,63,73,76,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.396415260126807e-05,13,50,60,70,80,low,low
1,1,1,3,Salaried,2062,No,Rents,20,47,55,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.8085250647247985e-05,20,100,50,30,10,low,low
2,3,1,3,Bonus,4623,Yes,Owns,19,48,52,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,2.8385527793234952e-05,16,75,50,30,0,low,low
0,0,0,1,Hourly,2954,Yes,Owns,10,7,6,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,2.8273053857370727e-05,14,80,90,95,100,low,low
3,4,4,3,Bonus,4493,Yes,Owns,64,60,78,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.345912252236362e-05,15,50,70,70,80,low,low
1,3,3,3,Salaried,2240,Yes,Rents,35,49,60,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,2.770200437100399e-05,12,200,40,25,0,low,low
3,3,2,2,Hourly,2384,No,Rents,37,67,81,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,3.3909197509065286e-05,18,20,15,10,10,low,low
2,4,4,3,Hourly,170,No,Rents,61,60,83,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,2.456109656119786e-05,17,50,70,80,100,low,low
1,0,0,0,Hourly,4826,No,Owns,4,5,23,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,2.799409627268002e-05,20,100,50,30,10,low,low
1,3,2,1,Hourly,3337,No,Rents,18,47,55,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,2.915817853080658e-05,14,80,90,95,100,low,low
1,3,3,1,Salaried,1012,Yes,Owns,34,26,75,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,2.842644661072372e-05,4,6450,4000,1500,1000,low,low
3,4,2,3,Bonus,4199,No,Owns,57,67,81,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,2.4146163942945257e-05,4,6450,4000,1500,1000,low,low
2,1,1,2,Salaried,4138,No,Owns,17,13,27,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.4232000310522025e-05,11,200,100,10,0,low,low
1,1,3,3,Salaried,1235,Yes,Rents,32,31,59,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,2.849653954814888e-05,10,120,100,60,0,low,low
0,0,0,0,Bonus,1972,Yes,Owns,9,4,5,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.8234483795922273e-05,4,6450,4000,1500,1000,low,low
1,3,3,2,Salaried,3954,No,Owns,17,23,53,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.3395013436877704e-05,15,50,70,70,80,low,low
1,0,1,0,Bonus,1856,Yes,Rents,7,0,4,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.75230011501247e-05,13,50,60,70,80,low,low
4,4,2,2,Hourly,4350,No,Rents,40,64,87,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.38930990135399e-05,20,100,50,30,10,low,low
4,4,3,4,Salaried,3601,No,Owns,38,60,78,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.396076170065358e-05,15,50,70,70,80,low,low
1,3,3,3,Salaried,2240,Yes,Rents,35,49,60,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.7309566731757988e-05,20,100,50,30,10,low,low
4,4,2,2,Bonus,1139,No,Owns,52,65,80,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,3.114772754417662e-05,18,20,15,10,10,low,low
0,0,0,0,Salaried,4742,No,Rents,0,6,5,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,2.811636976229659e-05,20,100,50,30,10,low,low
3,4,2,4,Bonus,861,No,Owns,58,56,100,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,2.7004157902567203e-05,14,80,90,95,100,low,low
2,2,1,1,Salaried,792,No,Owns,28,24,60,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,2.880723643082878e-05,17,50,70,80,100,low,low
1,2,0,2,Salaried,3601,No,Owns,6,14,29,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.429792718160129e-05,11,200,100,10,0,low,low
0,0,1,2,Hourly,1155,No,Rents,6,20,34,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,2.4063269470691468e-05,8,80,40,20,15,low,low
0,0,0,0,Hourly,2384,No,Rents,1,7,6,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.8272567847752184e-05,12,200,40,25,0,low,low
1,0,1,0,Bonus,2951,No,Owns,11,11,30,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,2.422223312432257e-05,20,100,50,30,10,low,low
2,1,1,0,Bonus,458,No,Rents,10,18,32,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,2.4039845780828923e-05,8,80,40,20,15,low,low
2,1,1,1,Salaried,2852,Yes,Rents,18,36,56,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,3.356070171137832e-05,14,80,90,95,100,low,low
0,0,0,0,Salaried,1625,No,Owns,8,6,5,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,2.8121635607914043e-05,20,100,50,30,10,low,low
0,0,2,1,Bonus,3179,No,Rents,8,13,26,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,2.465387861411472e-05,8,80,40,20,15,low,low
3,3,2,2,Hourly,2384,No,Rents,37,67,81,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,2.4285236045076072e-05,10,120,100,60,0,low,low
0,0,1,0,Salaried,1214,No,Owns,6,17,32,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.4207437327733425e-05,12,200,40,25,0,low,low
2,2,4,3,Bonus,1248,Yes,Rents,39,74,85,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,2.413710320170578e-05,5,6450,4000,2000,1500,low,low
4,3,4,3,Hourly,1593,No,Owns,36,55,76,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.4284997200954088e-05,20,100,50,30,10,low,low
0,1,1,0,Salaried,3954,No,Owns,1,1,2,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.730112391905063e-05,13,50,60,70,80,low,low
1,1,0,0,Hourly,1178,No,Owns,0,1,13,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.822890239021595e-05,4,6450,4000,1500,1000,low,low
1,3,2,3,Salaried,4555,No,Rents,20,24,60,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.787282780705239e-05,20,100,50,30,10,low,low
1,1,1,1,Hourly,4605,Yes,Rents,24,38,64,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,2.81926095397801e-05,8,80,40,20,15,low,low
1,0,0,0,Hourly,4826,No,Owns,4,5,23,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,2.826785605153744e-05,2,1600,600,200,0,low,low
1,2,2,3,Salaried,3990,No,Rents,30,23,53,DEDUCTIBLE,IN-NETWORK,COST IN $,600,2.8537357560662744e-05,2,1600,600,200,0,low,low
4,2,4,2,Bonus,4695,No,Owns,35,65,80,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.401559710251893e-05,20,100,50,30,10,low,low
0,0,0,1,Salaried,1210,No,Rents,9,1,13,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.83688618671902e-05,12,200,40,25,0,low,low
2,1,2,1,Bonus,2793,Yes,Owns,17,19,27,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.414945495129847e-05,4,6450,4000,1500,1000,low,low
1,2,0,1,Bonus,4199,No,Owns,14,17,32,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.3881049203148548e-05,15,50,70,70,80,low,low
1,0,1,0,Bonus,1856,Yes,Rents,7,0,4,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.789895102748917e-05,17,50,70,80,100,low,low
2,0,1,2,Bonus,144,Yes,Owns,10,19,30,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,2.4016628834731904e-05,20,100,50,30,10,low,low
1,0,1,0,Bonus,458,No,Rents,4,8,6,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.824112476270207e-05,12,200,40,25,0,low,low
3,3,3,2,Salaried,153,Yes,Owns,36,61,80,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.434687431834579e-05,20,100,50,30,10,low,low
2,3,4,4,Hourly,1155,No,Rents,37,75,83,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,2.4069549937197807e-05,4,6450,4000,1500,1000,low,low
0,2,2,0,Hourly,170,No,Rents,16,14,34,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.41898428118961e-05,13,50,60,70,80,low,low
4,3,3,2,Salaried,2852,Yes,Rents,38,64,80,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,2.403729286073088e-05,12,200,40,25,0,low,low
1,1,0,1,Bonus,861,No,Owns,15,13,50,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.378040428619037e-05,4,6450,4000,1500,1000,low,low
2,3,4,3,Hourly,2563,Yes,Rents,59,56,100,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,2.3820868881606308e-05,16,75,50,30,0,low,low
1,2,1,1,Hourly,4470,Yes,Owns,16,35,73,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,2.851544643236648e-05,10,120,100,60,0,low,low
0,0,1,0,Salaried,4592,Yes,Rents,9,7,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,2.8304055564261053e-05,1,1600,600,200,0,low,low
4,3,4,4,Bonus,2742,No,Owns,64,75,77,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,2.397465488403669e-05,4,6450,4000,1500,1000,low,low
4,3,4,3,Bonus,458,No,Rents,46,70,81,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.392860386837595e-05,15,50,70,70,80,low,low
0,0,0,0,Bonus,3409,Yes,Rents,6,3,4,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,2.779168209026227e-05,14,80,90,95,100,low,low
0,0,0,0,Bonus,1248,Yes,Rents,1,10,10,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,2.805726613136476e-05,20,100,50,30,10,low,low
2,3,3,1,Salaried,83,Yes,Owns,19,50,53,DEDUCTIBLE,IN-NETWORK,COST IN $,600,2.828069822799355e-05,2,1600,600,200,0,low,low
2,0,1,1,Hourly,3252,Yes,Owns,10,12,35,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.4143663423251724e-05,11,200,100,10,0,low,low
4,4,2,2,Hourly,4350,No,Rents,40,64,87,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,2.402454455477907e-05,16,75,50,30,0,low,low
3,1,2,1,Bonus,4695,No,Owns,15,38,56,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,2.8734392795055413e-05,11,200,100,10,0,low,low
1,3,2,3,Hourly,1019,Yes,Owns,35,50,53,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.355291921593047e-05,15,50,70,70,80,low,low
2,2,2,2,Salaried,1210,No,Rents,38,24,64,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,2.881899938605153e-05,17,50,70,80,100,low,low
2,2,1,2,Hourly,874,No,Owns,38,41,60,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,3.0341514508022548e-05,18,20,15,10,10,low,low
0,2,1,0,Salaried,358,No,Rents,12,16,31,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.4113012258809064e-05,12,200,40,25,0,low,low
2,2,1,1,Bonus,2404,Yes,Owns,11,14,34,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.3765129732859503e-05,11,200,100,10,0,low,low
4,3,4,3,Bonus,458,No,Rents,46,70,81,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,2.3940290990305563e-05,16,75,50,30,0,low,low
1,3,2,3,Salaried,4555,No,Rents,20,24,60,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,2.8574606835239462e-05,10,120,100,60,0,low,low
1,2,1,1,Salaried,4742,No,Rents,15,38,56,DEDUCTIBLE,IN-NETWORK,COST IN $,600,2.8451068885644004e-05,2,1600,600,200,0,low,low
1,1,0,0,Hourly,1178,No,Owns,0,1,13,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,2.822757396932746e-05,2,1600,600,200,0,low,low
1,2,0,2,Bonus,4623,Yes,Owns,7,19,27,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,2.466859843839049e-05,14,80,90,95,100,low,low
1,2,1,2,Salaried,4259,Yes,Rents,6,18,32,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.5904131426976616e-05,13,50,60,70,80,low,low
2,0,1,2,Bonus,2742,No,Owns,17,20,28,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.387737563705669e-05,11,200,100,10,0,low,low
0,1,0,0,Bonus,2294,Yes,Owns,4,9,4,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.735173682586033e-05,15,50,70,70,80,low,low
4,4,4,4,Bonus,1962,No,Rents,35,68,84,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,2.3913407682476153e-05,12,200,40,25,0,low,low
0,1,1,0,Salaried,912,Yes,Rents,9,3,4,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,2.8883441156345817e-05,14,80,90,95,100,low,low
1,0,0,0,Hourly,4826,No,Owns,4,5,23,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.8184685429137927e-05,4,6450,4000,1500,1000,low,low
2,2,1,2,Hourly,874,No,Owns,38,41,60,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,2.862639031180033e-05,4,6450,4000,1500,1000,low,low
0,1,1,0,Salaried,1625,No,Owns,16,16,31,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,2.416902961389844e-05,8,80,40,20,15,low,low
2,3,1,1,Hourly,4350,No,Rents,19,36,62,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.804608753829401e-05,20,100,50,30,10,low,low
1,1,0,0,Bonus,3643,No,Rents,16,13,50,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2.4094390198136528e-05,5,6450,4000,2000,1500,low,low
1,1,0,0,Hourly,2665,No,Rents,8,14,30,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2.4211658117110845e-05,5,6450,4000,2000,1500,low,low
0,0,0,1,Hourly,3289,No,Rents,15,12,39,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.361266451150169e-05,15,50,70,70,80,low,low
0,0,1,0,Bonus,3179,No,Rents,2,2,0,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.8227840438883464e-05,4,6450,4000,1500,1000,low,low
2,2,1,1,Bonus,3643,No,Rents,35,26,75,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,2.852584648598257e-05,5,6450,4000,2000,1500,low,low
1,2,1,2,Salaried,4259,Yes,Rents,6,18,32,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.404247489807986e-05,11,200,100,10,0,low,low
3,1,3,1,Bonus,2951,No,Owns,26,20,55,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,2.856114422414524e-05,10,120,100,60,0,low,low
4,2,4,4,Bonus,144,Yes,Owns,46,72,79,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.4937221671357585e-05,13,50,60,70,80,low,low
1,1,0,1,Salaried,3664,No,Owns,1,6,13,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,2.8124635221534533e-05,8,80,40,20,15,low,low
3,3,2,2,Bonus,1440,Yes,Owns,46,75,83,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,2.493261880976885e-05,17,50,70,80,100,low,low
1,3,2,1,Bonus,4493,Yes,Owns,39,31,54,DEDUCTIBLE,IN-NETWORK,COST IN $,600,2.842168586388076e-05,2,1600,600,200,0,low,low
0,2,0,1,Hourly,3429,No,Rents,15,18,32,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.3689175461839028e-05,15,50,70,70,80,low,low
3,1,3,1,Hourly,1593,No,Owns,16,25,52,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,2.8504014030696828e-05,11,200,100,10,0,low,low
0,1,0,0,Hourly,4470,Yes,Owns,6,15,48,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,2.4045464068406144e-05,1,1600,600,200,0,low,low
2,2,1,2,Hourly,874,No,Owns,38,41,60,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,2.8344303083340938e-05,1,1600,600,200,0,low,low
1,1,3,3,Salaried,1235,Yes,Rents,32,31,59,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.91313123234794e-05,13,50,60,70,80,low,low
4,2,4,4,Bonus,144,Yes,Owns,46,72,79,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,2.6620405094862605e-05,18,20,15,10,10,low,low
1,2,3,1,Salaried,912,Yes,Rents,37,29,55,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.357150328306871e-05,15,50,70,70,80,low,low
4,3,4,3,Hourly,1593,No,Owns,36,55,76,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,2.7484949406396707e-05,14,80,90,95,100,low,low
1,1,0,1,Hourly,2954,Yes,Owns,18,17,32,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,2.4122575084463544e-05,14,80,90,95,100,low,low
0,1,0,1,Salaried,4259,Yes,Rents,1,8,6,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.7315449299711675e-05,13,50,60,70,80,low,low
4,3,4,2,Hourly,152,Yes,Owns,58,65,88,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,2.38243108074972e-05,10,120,100,60,0,low,low
4,3,4,4,Bonus,3757,No,Rents,38,56,75,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.4027974375390667e-05,20,100,50,30,10,low,low
0,1,1,0,Salaried,1012,Yes,Owns,8,2,25,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.7975973724349004e-05,15,50,70,70,80,low,low
1,1,0,1,Bonus,861,No,Owns,15,13,50,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,2.4039814601169164e-05,10,120,100,60,0,low,low
1,2,1,0,Bonus,3149,No,Owns,6,14,30,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.403998047646218e-05,12,200,40,25,0,low,low
1,1,3,3,Salaried,1235,Yes,Rents,32,31,59,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,2.855106334849129e-05,1,1600,600,200,0,low,low
1,1,0,0,Hourly,4350,No,Rents,2,5,12,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,2.803771450712985e-05,20,100,50,30,10,low,low
0,0,1,0,Salaried,1214,No,Owns,6,17,32,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.40308596836076e-05,17,50,70,80,100,low,low
4,3,4,3,Hourly,3561,Yes,Owns,51,56,75,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,2.4138658115701517e-05,12,200,40,25,0,low,low
0,0,1,1,Hourly,1155,No,Rents,1,10,8,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,2.827571136659047e-05,1,1600,600,200,0,low,low
2,1,1,0,Bonus,458,No,Rents,10,18,32,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,2.392605102920632e-05,20,100,50,30,10,low,low
0,0,0,0,Salaried,1625,No,Owns,8,6,5,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.8305792071336736e-05,12,200,40,25,0,low,low
4,3,4,4,Salaried,4038,Yes,Rents,51,64,87,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,2.3737985398883337e-05,16,75,50,30,0,low,low
3,4,2,4,Bonus,861,No,Owns,58,56,100,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.3839484144750345e-05,20,100,50,30,10,low,low
1,1,1,1,Hourly,2384,No,Rents,17,40,57,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.3483517088584425e-05,15,50,70,70,80,low,low
0,1,0,0,Bonus,4199,No,Owns,7,7,6,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.822941898385651e-05,12,200,40,25,0,low,low
0,1,2,0,Salaried,912,Yes,Rents,16,14,30,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.689035576401004e-05,13,50,60,70,80,low,low
3,4,4,2,Salaried,1012,Yes,Owns,58,56,100,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,2.6595210429653064e-05,18,20,15,10,10,low,low
0,2,2,2,Salaried,2240,Yes,Rents,15,20,35,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,2.386731322440255e-05,10,120,100,60,0,low,low
1,1,1,0,Hourly,4144,No,Owns,3,2,0,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2.831397929021855e-05,5,6450,4000,2000,1500,low,low
0,2,2,1,Salaried,3954,No,Owns,6,12,28,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,2.434625467393284e-05,18,20,15,10,10,low,low
0,2,0,1,Hourly,3429,No,Rents,15,18,32,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.365328883450739e-05,13,50,60,70,80,low,low
3,1,3,1,Hourly,1593,No,Owns,16,25,52,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.809951680216831e-05,20,100,50,30,10,low,low
4,3,4,2,Hourly,3681,Yes,Owns,38,55,76,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.368447842977114e-05,15,50,70,70,80,low,low
0,0,1,1,Hourly,2183,Yes,Owns,6,15,48,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,2.4005515070166407e-05,1,1600,600,200,0,low,low
1,3,2,1,Hourly,3337,No,Rents,18,47,55,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,2.8578161451658483e-05,17,50,70,80,100,low,low
1,3,3,3,Salaried,3042,Yes,Rents,16,31,55,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.423356825262104e-05,15,50,70,70,80,low,low
1,3,1,2,Hourly,1596,Yes,Owns,27,25,52,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,2.8782434001048997e-05,18,20,15,10,10,low,low
2,2,4,3,Bonus,1248,Yes,Rents,39,74,85,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,2.401752817825355e-05,12,200,40,25,0,low,low
0,0,1,0,Bonus,3179,No,Rents,2,2,0,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.8159925073369495e-05,11,200,100,10,0,low,low
