index,age,tagged,visited,relationship,rank,conscious,mental_status,breathing,hrpmin,unvisited_count,injured_count,others_tagged_or_uninjured,questioning,assessing,treating,tagging,leaving,hash,action,feedback.count,feedback.MoralDesert.min,feedback.MoralDesert.max,feedback.MoralDesert.average,feedback_delta.MoralDesert.min,feedback_delta.MoralDesert.max,feedback_delta.MoralDesert.average,feedback_delta.count,hint.MoralDesert,treatment
270,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
271,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
272,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
273,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
274,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
275,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
276,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
277,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
278,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
279,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
280,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,True,False,False,-4207060844619088604,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Nasopharyngeal airway', 'location': 'left face'}}",1,0.5,0.5,0.5,None,None,None,None,1.0,Nasopharyngeal airway
281,None,False,False,neutral,None,None,None,None,None,1,0,1,False,False,False,False,False,5632875041675765352,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
282,None,False,True,neutral,None,None,None,None,None,1,0,1,False,False,False,False,False,8345651229821540182,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
283,None,False,False,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,2464378659521489621,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
284,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
285,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
286,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
287,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
288,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
289,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
290,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
291,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
292,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
293,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
294,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
295,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
296,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
297,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
298,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
299,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
300,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
301,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
302,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
303,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,True,False,False,-4207060844619088604,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Nasopharyngeal airway', 'location': 'left face'}}",1,0.5,0.5,0.5,None,None,None,None,0.0,Nasopharyngeal airway
304,None,False,False,neutral,None,None,None,None,None,1,0,1,False,False,True,False,False,86695841514528451,"{'name': 'APPLY_TREATMENT', 'params': {'location': 'internal', 'treatment': 'Nasopharyngeal airway', 'casualty': 'Patient B'}}",1,0.5,0.5,0.5,0.125,0.0,0.03125,7,0.5,Nasopharyngeal airway
305,None,False,False,neutral,None,None,None,None,None,1,0,1,False,False,False,False,False,5632875041675765352,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
306,None,None,None,None,None,None,None,None,None,2,0,2,True,False,False,False,False,-3588685332014037619,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
307,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
308,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
309,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
310,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
311,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
312,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
313,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
314,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
315,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
316,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
317,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
318,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
319,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
320,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
321,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
322,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
323,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
324,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,True,False,False,-4207060844619088604,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Nasopharyngeal airway', 'location': 'left face'}}",1,0.5,0.5,0.5,None,None,None,None,1.0,Nasopharyngeal airway
325,None,None,None,None,None,None,None,None,None,2,0,2,True,False,False,False,False,-3588685332014037619,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
326,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
327,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
328,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
329,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
330,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
331,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
332,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
333,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
334,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
335,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
336,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
337,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
338,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
339,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
340,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
341,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
342,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
343,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
344,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
345,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,True,False,False,-4207060844619088604,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Nasopharyngeal airway', 'location': 'left face'}}",1,0.5,0.5,0.5,None,None,None,None,0.0,Nasopharyngeal airway
346,None,None,None,None,None,None,None,None,None,2,0,2,True,False,False,False,False,-3588685332014037619,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
347,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
348,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
349,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
350,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
351,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
352,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
353,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
354,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
355,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
356,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
357,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
358,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
359,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
360,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
361,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
362,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
363,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
364,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,True,False,False,-4207060844619088604,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Nasopharyngeal airway', 'location': 'left face'}}",1,0.5,0.5,0.5,None,None,None,None,1.0,Nasopharyngeal airway
365,None,False,False,neutral,None,None,None,None,None,1,0,1,False,True,False,False,False,2128433070369334674,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
366,None,None,None,None,None,None,None,None,None,1,0,2,True,False,False,False,False,-3308883620960190331,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
367,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
368,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
369,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
370,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
371,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
372,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
373,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
374,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
375,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
376,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
377,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
378,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
379,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
380,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
381,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
382,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
383,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
384,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
385,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
386,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,True,False,False,-4207060844619088604,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Nasopharyngeal airway', 'location': 'left face'}}",1,0.5,0.5,0.5,None,None,None,None,0.0,Nasopharyngeal airway
387,None,False,False,neutral,None,None,None,None,None,1,0,1,False,False,False,False,False,5632875041675765352,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
388,None,False,True,neutral,None,None,None,None,None,1,0,1,False,False,False,False,False,8345651229821540182,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient A'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
389,None,False,False,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,-3206631863800661449,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
390,None,False,True,neutral,None,None,None,None,None,0,0,1,False,True,False,False,False,6928069351541408683,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
391,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_PULSE', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
392,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'CHECK_RESPIRATION', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
393,None,False,True,neutral,None,None,None,None,None,0,0,1,False,False,False,False,False,2543662207127573744,"{'name': 'DIRECT_MOBILE_CHARACTERS', 'params': {'casualty': 'Patient B'}}",1,0.5,0.5,0.5,None,None,None,None,None,None
394,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
395,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
396,None,None,None,None,None,None,None,None,None,0,0,2,True,False,False,False,False,-8523358485797031302,"{'name': 'SITREP', 'params': {}}",1,0.5,0.5,0.5,None,None,None,None,None,None
