Unnamed: 0,type,prompt,action1,casualty_name,casualty_age,casualty_sex,casualty_rank,injury_type,injury_severity,injury_location,mission,denial,risktol,timeurg
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,-1,7,9,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,1,7,9,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,0,7,8,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,1,8,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,2,2,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,1,8,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,13,6,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,12,12,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,13,6,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,1,8,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,11,12,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,3,2,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,13,6,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,2,8,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,12,6,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,5,11,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,1,2,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,9,3,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,13,12,2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,7,7,1
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,-4,7,7,3
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,-2,7,7,10
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,6,7,7,-6
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,6,7,7,3
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,-2,7,7,1
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,-1,7,7,1
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,5,7,7,6
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,-1,7,7,-2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,5,7,7,3
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,7,13,1
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,7,8,1
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,7,5,-2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,7,11,3
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,7,8,1
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,7,6,3
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,7,3,1
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,7,8,7
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,4,7,-2
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,10,7,6
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,1,7,7
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,13,7,-3
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,1,7,3
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,13,7,1
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,8,7,-1
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,6,7,5
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,6,7,8
118,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,8,7,-4
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,13,3,7,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,10,3,5,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,11,3,4,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,9,3,4,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,3,3,5,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,5,3,8,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,7,3,8,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,6,3,7,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,7,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-2,1,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,7,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,5,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,8,11,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,5,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,7,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,7,11,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-1,1,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,5,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-2,7,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,8,5,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,1,10,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,1,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,5,2,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,11,8
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,14,3,6,7
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,3,6,9
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,4,3,6,16
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,12,3,6,0
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,12,3,6,9
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,4,3,6,7
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,5,3,6,7
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,11,3,6,12
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,5,3,6,4
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,11,3,6,9
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,12,7
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,7,7
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,4,4
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,10,9
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,7,7
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,5,9
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,2,7
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,7,13
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,0,6,4
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,6,6,12
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,6,13
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,6,3
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,6,9
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,6,7
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,4,6,5
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,2,6,11
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,2,6,14
120,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,4,6,2
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,13,3,4,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,10,3,2,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,11,3,1,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,9,3,1,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,3,3,2,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,5,3,5,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,7,3,5,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,6,3,4,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,4,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-2,-2,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,4,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,2,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,8,8,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,2,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,4,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,7,8,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-1,-2,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,2,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-2,4,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,8,2,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,1,7,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,-2,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,5,-1,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,8,8
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,14,3,3,7
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,2,3,3,9
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,4,3,3,16
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,12,3,3,0
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,12,3,3,9
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,4,3,3,7
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,5,3,3,7
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,11,3,3,12
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,5,3,3,4
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,11,3,3,9
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,9,7
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,4,7
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,1,4
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,7,9
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,4,7
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,2,9
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,-1,7
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,3,4,13
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,0,3,4
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,6,3,12
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,3,13
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,9,3,3
121,SelectTreatment,"You decide to treat casualty A first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-A,22,M,MARINE,PUNCTURE,0.5,LEFT_SIDE,8,-3,3,9
