probe_id,probe,network_status,expense_type,children_under_4,children_under_12,children_under_18,children_under_26,employment_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,val1,val2,val3,val4,action,kdma,kdma_value
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,1,1,1,Salaried,2852,1,Rents,18,36,56,100,0,10,200,100,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,0,0,0,Bonus,2909,1,Rents,3,4,5,40,200,0,25,200,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,0,0,0,Hourly,2665,0,Rents,2,3,4,80,20,15,40,80,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,1,1,1,Bonus,2363,1,Rents,29,36,56,80,40,20,15,40,RISK,low
15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,4,4,3,3,Salaried,3352,1,Rents,38,73,76,70,50,80,70,70,RISK,low
15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,1,Hourly,3289,0,Rents,15,12,39,80,70,50,70,50,RISK,low
16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,2,2,1,Salaried,3954,0,Owns,6,12,28,75,50,30,0,75,RISK,low
1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,3,3,4,3,Hourly,2547,1,Owns,55,64,87,600,200,1600,0,600,RISK,low
17,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,2,4,2,Bonus,4695,0,Owns,35,65,80,50,100,80,70,70,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4,4,3,3,Salaried,3352,1,Rents,38,73,76,1500,6450,1000,4000,4000,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,3,3,3,Salaried,3042,1,Rents,16,31,55,4000,2000,6450,1500,4000,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,0,0,0,0,Salaried,4742,0,Rents,0,6,5,1500,4000,6450,1000,6450,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,1,1,1,Salaried,2240,1,Rents,8,10,10,0,120,100,60,120,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,3,4,3,2,Salaried,358,0,Rents,50,64,80,4000,1000,6450,1500,4000,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,3,1,1,Bonus,4199,0,Owns,33,40,57,80,20,40,15,40,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,1,1,3,Bonus,381,0,Owns,20,38,64,10,15,10,20,15,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,4,4,3,3,Hourly,1178,0,Owns,35,54,88,20,15,10,10,15,RISK,low
1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,3,4,4,Hourly,1155,0,Rents,37,75,83,1600,0,200,600,600,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,3,4,3,4,Hourly,2954,1,Owns,64,67,81,100,10,200,0,100,RISK,low
17,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,0,1,2,Bonus,2742,0,Owns,17,20,28,70,50,80,100,50,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,3,3,4,Bonus,381,0,Owns,41,65,88,1500,4000,2000,6450,4000,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,2,0,0,Hourly,1178,0,Owns,5,12,39,6450,1000,1500,4000,6450,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,3,4,2,3,Hourly,4470,1,Owns,36,63,98,40,15,20,80,40,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,0,1,0,0,Bonus,2294,1,Owns,4,9,4,200,0,600,1600,1600,RISK,low
13,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,2,4,2,Bonus,4695,0,Owns,35,65,80,80,50,70,60,60,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,1,1,0,0,Bonus,2804,0,Owns,11,11,30,0,600,200,1600,1600,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,4,4,3,3,Hourly,1178,0,Owns,35,54,88,0,200,40,25,40,RISK,low
16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,1,0,0,Hourly,2246,0,Owns,9,4,8,0,30,50,75,75,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,0,1,0,Hourly,2250,0,Owns,11,17,35,1500,2000,4000,6450,6450,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,4,3,3,Bonus,2294,1,Owns,47,72,79,200,100,0,10,100,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,0,1,0,Salaried,4592,1,Rents,9,7,9,10,0,100,200,200,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,3,2,1,3,Salaried,1125,1,Rents,18,23,53,1600,0,600,200,600,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,2,2,2,Salaried,3042,1,Rents,6,14,30,100,90,95,80,80,RISK,low
1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,3,1,2,1,Bonus,4695,0,Owns,15,38,56,600,1600,200,0,600,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,1,2,0,Salaried,4539,0,Owns,10,20,34,100,80,95,90,80,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,1,1,1,Hourly,1019,1,Owns,8,10,2,80,20,15,40,80,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,2,0,1,Hourly,176,1,Rents,9,18,32,10,0,200,100,200,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,0,0,1,Salaried,1125,1,Rents,1,1,2,10,20,15,10,20,RISK,low
15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,3,3,Salaried,1235,1,Rents,32,31,59,70,50,80,70,70,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,0,0,0,Hourly,3289,0,Rents,8,1,13,100,50,30,10,100,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,2,3,3,1,Salaried,83,1,Owns,19,50,53,100,0,60,120,100,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,0,0,0,Bonus,1440,1,Owns,10,20,34,80,40,20,15,80,RISK,low
15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,3,3,2,2,Bonus,2404,1,Owns,27,31,59,80,70,50,70,70,RISK,low
15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,2,3,2,1,Bonus,3149,0,Owns,17,29,55,70,50,70,80,70,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,0,0,0,Bonus,1006,0,Owns,11,15,48,20,15,10,10,20,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Bonus,2363,1,Rents,6,5,5,80,90,95,100,80,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,1,2,1,Salaried,1214,0,Owns,17,40,57,0,25,200,40,40,RISK,low
15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Bonus,2639,0,Rents,5,14,29,70,50,80,70,50,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,0,1,0,Bonus,1856,1,Rents,7,0,4,80,100,90,95,80,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,4,4,2,2,Bonus,1139,0,Owns,52,65,80,15,20,10,10,15,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,0,1,0,Bonus,458,0,Rents,4,8,6,20,40,80,15,80,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,3,3,1,Salaried,83,1,Owns,19,50,53,6450,1500,2000,4000,4000,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,1,0,0,Bonus,489,0,Rents,9,11,30,50,10,30,100,100,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,2,4,3,4,Salaried,4555,0,Rents,42,55,84,95,90,80,100,90,RISK,low
16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,0,1,1,Bonus,2810,1,Owns,8,10,10,0,75,30,50,75,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,3,1,2,Hourly,1596,1,Owns,27,25,52,80,90,95,100,90,RISK,low
13,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Hourly,3337,0,Rents,1,9,4,60,80,50,70,50,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,3,3,3,Salaried,3042,1,Rents,16,31,55,6450,1500,4000,1000,4000,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,2,4,3,3,Bonus,2294,1,Owns,47,72,79,95,90,80,100,90,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4,4,4,2,Hourly,4144,0,Owns,44,56,75,1500,1000,6450,4000,4000,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,0,1,0,Salaried,1214,0,Owns,6,17,32,60,0,120,100,120,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,3,1,2,1,Hourly,2250,0,Owns,26,41,60,200,0,100,10,100,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,1,3,2,Bonus,3179,0,Rents,21,26,51,60,120,100,0,100,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4,2,4,2,Hourly,2250,0,Owns,48,68,84,6450,1500,4000,2000,4000,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,2,4,3,4,Salaried,4555,0,Rents,42,55,84,40,200,0,25,40,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,3,2,2,3,Salaried,4138,0,Owns,37,25,52,200,1600,600,0,600,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,1,2,1,Bonus,2810,1,Owns,15,20,35,10,15,10,20,20,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,3,3,4,3,Bonus,3179,0,Rents,42,56,75,200,25,40,0,40,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,4,4,2,4,Bonus,4623,1,Owns,40,73,76,0,100,10,200,100,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,0,0,0,Hourly,4605,1,Rents,4,6,13,25,40,0,200,200,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,1,2,2,Bonus,3409,1,Rents,30,29,55,50,10,100,30,50,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,1,0,0,Salaried,358,0,Rents,5,5,5,120,0,60,100,120,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,0,1,0,Bonus,1856,1,Rents,7,0,4,6450,4000,1500,2000,6450,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,0,2,1,Hourly,3561,1,Owns,12,13,26,1500,4000,2000,6450,6450,RISK,low
1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,1006,0,Owns,5,5,23,1600,600,200,0,1600,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,0,0,1,Bonus,861,0,Owns,8,2,25,100,60,120,0,120,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,3,1,2,Bonus,2294,1,Owns,25,47,55,6450,4000,1000,1500,4000,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,2,1,1,Hourly,4470,1,Owns,16,35,73,30,100,10,50,50,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,3,4,2,4,Bonus,861,0,Owns,58,56,100,1500,1000,6450,4000,4000,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,2,4,3,2,Hourly,3337,0,Rents,39,72,79,15,80,20,40,40,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,0,0,0,2,Bonus,381,0,Owns,8,16,39,1600,600,0,200,1600,RISK,low
16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,2,1,2,Salaried,4259,1,Rents,6,18,32,75,50,0,30,75,RISK,low
13,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,3,1,Hourly,2563,1,Rents,35,26,75,80,70,50,60,60,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,2,2,1,Salaried,2175,0,Owns,35,49,59,0,200,10,100,100,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,0,1,1,Bonus,2810,1,Owns,8,10,10,100,10,200,0,200,RISK,low
17,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,1,1,Bonus,1962,0,Rents,0,7,9,100,50,80,70,50,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,3,3,4,3,Salaried,1622,1,Rents,42,55,84,10,10,20,15,15,RISK,low
1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Hourly,170,0,Rents,9,4,8,200,0,1600,600,1600,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,2,0,1,0,Bonus,4695,0,Owns,5,16,31,1600,0,600,200,1600,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,2,3,1,1,Hourly,2246,0,Owns,38,31,59,6450,1500,1000,4000,4000,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,0,0,0,Bonus,2363,1,Rents,12,16,31,10,100,50,30,100,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,0,0,0,Bonus,1006,0,Owns,5,5,23,2000,4000,6450,1500,6450,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,2,1,2,Bonus,861,0,Owns,34,26,75,0,10,100,200,100,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,2,0,1,Hourly,4519,1,Owns,11,20,28,90,100,95,80,80,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,3,1,1,2,Hourly,3735,1,Owns,34,33,56,6450,4000,1500,1000,4000,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,0,0,0,Bonus,2363,1,Rents,12,16,31,2000,6450,4000,1500,6450,RISK,low
17,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Bonus,2909,1,Rents,9,14,30,100,50,70,80,50,RISK,low
17,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,0,0,Hourly,4826,0,Owns,4,5,23,100,70,50,80,50,RISK,low
13,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,4,3,3,Hourly,1178,0,Owns,35,54,88,80,70,50,60,60,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,1,0,0,0,Salaried,2852,1,Rents,1,5,5,600,0,1600,200,1600,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,3,1,1,1,Hourly,4826,0,Owns,25,35,73,4000,1500,6450,1000,4000,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,3,1,1,1,Hourly,4826,0,Owns,25,35,73,100,10,0,200,100,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,3,1,2,Bonus,2294,1,Owns,25,47,55,15,20,10,10,15,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,2,4,4,4,Salaried,3990,0,Rents,53,53,77,4000,1500,6450,1000,4000,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,1,0,1,Salaried,3664,0,Owns,1,6,13,60,100,0,120,120,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,4,3,4,2,Salaried,1366,0,Owns,56,61,80,100,90,95,80,90,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,1,0,0,Salaried,4671,1,Rents,15,12,28,100,200,0,10,200,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,3,2,1,Hourly,3337,0,Rents,18,47,55,0,40,25,200,40,RISK,low
17,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,1,0,Hourly,152,1,Owns,15,16,39,100,70,50,80,50,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,2,4,3,Bonus,1248,1,Rents,39,74,85,100,10,0,200,100,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,3,4,3,4,Hourly,1596,1,Owns,50,55,76,100,0,120,60,100,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,4,4,2,2,Bonus,2804,0,Owns,48,51,79,10,0,100,200,100,RISK,low
17,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Hourly,4470,1,Owns,0,5,23,50,100,80,70,50,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,4,4,2,2,Bonus,2804,0,Owns,48,51,79,100,120,0,60,100,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,1,2,0,Hourly,4144,0,Owns,9,13,26,1500,2000,4000,6450,6450,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,0,1,0,Hourly,2547,1,Owns,7,5,12,10,30,100,50,100,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,0,1,0,0,Bonus,2639,0,Rents,0,4,3,600,0,200,1600,1600,RISK,low
17,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,4,4,4,Salaried,3954,0,Owns,38,53,77,50,70,100,80,70,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,0,0,1,0,Hourly,2299,1,Owns,6,5,5,6450,1000,1500,4000,6450,RISK,low
5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,0,0,0,Bonus,2909,1,Rents,3,4,5,6450,2000,1500,4000,6450,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,0,0,0,Hourly,3735,1,Owns,8,4,5,200,0,25,40,200,RISK,low
1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,1,Salaried,4555,0,Rents,2,1,9,1600,200,0,600,1600,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,3,1,2,Hourly,176,1,Rents,23,43,57,1000,6450,1500,4000,4000,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,1,1,0,Hourly,170,0,Rents,9,4,8,10,50,100,30,100,RISK,low
16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,2,3,1,Salaried,912,1,Rents,37,29,55,30,50,0,75,50,RISK,low
13,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,1,0,2,Salaried,1125,1,Rents,6,12,28,70,60,50,80,50,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,2,3,1,Salaried,4592,1,Rents,37,41,60,25,200,0,40,40,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,4,2,4,2,Salaried,1855,0,Rents,63,74,85,80,40,20,15,40,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,3,3,2,2,Hourly,2384,0,Rents,37,67,81,20,10,15,10,15,RISK,low
16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,1,1,1,Salaried,3990,0,Rents,6,1,2,75,0,30,50,75,RISK,low
11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,1,2,1,Salaried,1919,0,Owns,25,33,56,100,10,200,0,100,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,3,3,2,2,Bonus,1440,1,Owns,46,75,83,200,0,1600,600,600,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,3,3,2,3,Salaried,3664,0,Owns,18,38,64,15,80,20,40,40,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,1,2,2,Bonus,3409,1,Rents,30,29,55,40,80,20,15,40,RISK,low
15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,0,1,Salaried,1125,1,Rents,1,1,2,70,70,80,50,50,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,2,0,1,2,Bonus,144,1,Owns,10,19,30,100,120,0,60,120,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,4,2,4,3,Bonus,2951,0,Owns,48,51,79,20,10,10,15,15,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,2,2,2,2,Bonus,3757,0,Rents,18,26,51,200,1600,600,0,600,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,2,1,1,0,Salaried,3352,1,Rents,6,19,27,50,10,30,100,100,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,2,1,1,1,Hourly,2665,0,Rents,20,29,55,1600,0,200,600,600,RISK,low
13,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,3,3,1,Hourly,4144,0,Owns,23,26,51,50,80,70,60,60,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,2,4,4,4,Salaried,3042,1,Rents,37,60,80,0,40,200,25,40,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,0,0,0,Salaried,1625,0,Owns,8,6,5,10,10,15,20,20,RISK,low
13,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,0,0,Salaried,153,1,Owns,5,15,31,70,60,50,80,50,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,1,0,0,Hourly,1178,0,Owns,0,1,13,20,10,15,10,20,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,3,4,4,3,Bonus,4493,1,Owns,64,60,78,15,10,10,20,15,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,0,2,1,0,Salaried,358,0,Rents,12,16,31,30,100,50,10,100,RISK,low
16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,2,2,1,1,Salaried,4671,1,Rents,33,23,53,50,0,30,75,50,RISK,low
15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,4,3,4,3,Bonus,458,0,Rents,46,70,81,50,70,70,80,70,RISK,low
1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,2,0,Hourly,2299,1,Owns,13,16,31,600,1600,0,200,1600,RISK,low
10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,1,2,1,Salaried,1919,0,Owns,25,33,56,100,60,0,120,100,RISK,low
18,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,2,0,1,Bonus,4199,0,Owns,14,17,32,20,15,10,10,20,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,1,0,0,Salaried,3352,1,Rents,1,9,1,20,40,80,15,80,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,4,3,4,4,Bonus,2742,0,Owns,64,75,77,90,95,80,100,90,RISK,low
8,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,0,0,0,Bonus,1248,1,Rents,1,10,10,40,20,80,15,80,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,2,3,3,1,Hourly,4144,0,Owns,23,26,51,0,1600,200,600,600,RISK,low
14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,2,1,0,Salaried,358,0,Rents,12,16,31,80,100,95,90,80,RISK,low
20,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,1,2,3,Hourly,1155,0,Rents,16,49,59,10,30,100,50,50,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,0,0,1,0,Hourly,2547,1,Owns,7,5,12,0,1600,200,600,1600,RISK,low
4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4,4,4,3,Salaried,83,1,Owns,40,75,77,1000,6450,1500,4000,4000,RISK,low
2,DEDUCTIBLE,IN-NETWORK,COST IN $,2,0,2,0,Salaried,1366,0,Owns,14,15,31,1600,200,0,600,1600,RISK,low
12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,2,0,2,0,Salaried,1366,0,Owns,14,15,31,40,200,25,0,200,RISK,low
16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,1,1,1,Salaried,1210,0,Rents,17,12,39,50,30,0,75,75,RISK,low
