index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,hint,hint.MoralDesert,treatment,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED,NONDETERMINISM.outcome_10.AVERAGE_TIME_USED,NONDETERMINISM.outcome_10.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_10.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_10.PROBABILITY,NONDETERMINISM.outcome_10.JUSTIFICATION.severity,NONDETERMINISM.outcome_10.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_10.SEVERITY
323,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,3020.625,10.0,90.0,27.25,0.2124875,0.5499499999999999,33.5625,1.0,2840.625,31.5625,0.125,4725.0,90.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,1,84,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.024504975050000044,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,True,None,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9083907292415906,0,0,0,0,0,0,0,0,None,0,0,0,2840.625,0,0,0,neutral,0,0,0,True,0,0,None,0,4.677795356994262,no intent,0,0.9205578552864687,0.00037654463215238077,0.09880538624354536,0,FAST,0,0.4418186648158793,0,0,0,direct,0,0,0,None,0,0,None,0,0,0.12383361360390635,0,0,PAIN,31.5625,True,None,0,FAST,0,None,None,None,Tourniquet,0.09999999999999998,None,0.09999999999999998,90.0,None,Damage Per Second 2.0,None,None,None,0.875,1316.25,None,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
324,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,2082.5,9.0,40.833333333333336,50.5,0.29807098765432094,0.9998999999999999,51.0,1.0,2062.0833333333335,50.5,0.5925925925925926,1530.0,30.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,3,76.66666666666667,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right face'}}",0.01483416500000001,1.5275252316519468,0.018897075961140524,0.0,0,0.0,0,0,0,0,1.3877787807814457e-17,0,1.1102230246251565e-16,0,0,0.0,0,None,0.0,UNRESPONSIVE,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111528,0,0,0,0,0,0,0,0,2.0030861316495456e-18,0,0,0,20.416666666666668,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556581,0.025773032440000027,0.06876893242,0,None,0,0.5407521542977808,0,0,0,none,0,0,0,1.0255800994045674e-15,0,0,0.0,0,0,0.03343,0,0,None,0.5,False,None,0,None,0,None,None,None,Pressure bandage,0.75,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.75,50.0,2167.5,Damage Per Second 50.5,0.5,0.18518518518518517,Damage Per Second 50.5,0.2222222222222222,2550.0,0.5,probability burn death: 0.0 % probability bleed out: 75.0 % probability asphixia: 0.0 % probability death: 75.0 %,42.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
325,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,1575.0,9.0,30.0,52.5,0.09999999999999998,0.9999,52.5,-0.0,1515.0,50.5,1.0,1575.0,30.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,5,90,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'IMMEDIATE'}}",0.0082835,0.0,0.0,0.0,1,2.0030861316495456e-18,1,1,1,1,0.0,1,1.6024689053196365e-17,1,1,0.0,1,False,4.8074067159589095e-17,UNRESPONSIVE,1,1,1,1,1,1,1,1.0,1,1,0.9702613998482245,1,1,1,1,1,1,1,1,6.409875621278546e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.544452648203702,no intent,1,0.0,0.5237787111771464,0.018979795298556222,1,RESTRICTED,1,0.193079251984826,1,1,1,none,1,1,1,0.0,1,1,0.0,1,1,0.18232171342466363,1,1,UNRESPONSIVE,2.0,True,None,1,None,1,IMMEDIATE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
326,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8925.0,9.0,175.0,50.5,0.9999,0.9999,51.0,1.0,8837.5,50.5,0.7083333333333334,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.995,None,None,None,1,None,0,1,0,1,None,1,None,0,0,None,1,False,None,UNRESPONSIVE,1,0,0,1,1,1,1,1.0,1,1,0.9486588464711658,1,1,1,0,0,1,1,0,None,1,1,1,87.5,0,1,0,neutral,1,1,1,True,1,0,None,1,4.306825698988571,no intent,0,0.0,0.11202916936833889,0.025735279840722925,1,RESTRICTED,0,0.2920669929788422,0,1,1,none,0,1,1,None,0,1,None,1,1,0.2124062432588175,0,0,UNRESPONSIVE,0.5,True,None,0,FAINT,1,None,None,None,Hemostatic gauze,0.9999,None,0.9999,200.0,None,Damage Per Second 50.5,None,None,None,0.2916666666666667,10200.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
327,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,9450.0,11.0,183.33333333333334,51.166666666666664,0.9999,0.9998999999999999,51.54545454545454,1.0,9258.333333333334,50.5,0.6428571428571429,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.71132481457043,0.0,5.417333653604157e-17,0.0,0,5.24531075531447e-18,0,1,0,1,2.119867103594834e-17,0,9.989069691878487e-17,0,0,9.576583406033987e-18,0,None,4.788291703016994e-18,None,1,0,0,0,1,0,1,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,3.860444188376242e-18,0,0,0,191.66666666666666,0,0,0,neutral,0,1,0,False,0,0,None,0,9.666031817309092,no intent,0,0.1196823489555658,0.02577303244000003,0.06876893242,0,None,0,0.5407521542977808,0,1,0,none,0,0,0,6.713997766802522e-16,0,0,1.573593226594341e-17,0,0,0.03343,0,0,None,1.0454545454545454,False,None,0,None,0,None,None,None,Hemostatic gauze,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,200.0,10500.0,Damage Per Second 50.5,0.9999,0.07142857142857142,Damage Per Second 52.5,0.2857142857142857,10200.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,200.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
328,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,1050.0,9.0,20.0,52.5,0.09999999999999998,0.9999,52.5,1.0,1010.0,50.5,1.0,1050.0,20.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,4,90,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.44555,0.0,0.0,0.0,1,5.236196394379486e-18,0,1,0,1,7.401486830834377e-17,1,2.925694557147251e-17,0,0,0.0,1,False,4.625929269271486e-17,UNRESPONSIVE,1,0,0,1,1,1,1,1.0,1,1,0.9486588464711658,1,1,1,1,0,1,1,1,9.813077866773595e-18,1,1,1,40.0,0,1,0,neutral,1,1,1,True,1,0,None,1,4.306825698988572,no intent,0,0.0,0.11202916936833886,0.025735279840722918,1,RESTRICTED,0,0.2920669929788423,0,1,1,none,0,1,1,4.681111291435602e-16,0,1,0.0,1,1,0.2124062432588175,0,0,UNRESPONSIVE,2.0,True,None,1,FAINT,1,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
329,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,1955.625,9.0,38.125,51.0,0.2876923076923077,0.9999,51.295081967213115,1.0,1925.3125,50.5,0.6307692307692307,1530.0,30.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,3,77,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right face'}}",0.0050000000000000044,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,False,None,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9486588464711656,0,0,0,1,0,0,0,1,None,0,0,0,30.3125,0,0,0,neutral,0,0,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833879,0.025735279840722918,0,RESTRICTED,0,0.29206699297884253,0,0,0,none,0,0,0,None,0,0,None,0,0,0.21240624325881752,0,0,UNRESPONSIVE,0.7950819672131147,True,None,1,FAINT,0,None,None,None,Pressure bandage,0.75,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.75,50.0,2167.5,Damage Per Second 50.5,0.5,0.16923076923076924,Damage Per Second 50.5,0.18461538461538463,2550.0,0.5,probability burn death: 0.0 % probability bleed out: 75.0 % probability asphixia: 0.0 % probability death: 75.0 %,42.5,0.015384615384615385,30.0,0.09999999999999998,1575.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,Damage Per Second 52.5,0.09999999999999998,None,None,None,None,None,None,None,None,None,None,None,None,None,None
330,0,1,1,True,desert,True,False,False,False,False,seconds,few,low,equal,True,True,True,False,False,2362.5,10.0,45.0,52.5,0.5,0.9999,52.5,-0.0,2272.5,50.5,1.0,2362.5,45.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,5,66,3,"{'name': 'SITREP', 'params': {'casualty': 'Patient B'}}",0.014850500000000044,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,None,None,None,0,0,0,0,0,0,0,0.07077786484000002,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,None,0,0,0,90.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.02577303244000003,0.06876893242000003,0,None,0,0.5407521542977808,0,0,0,none,0,0,0,None,0,0,None,0,0,0.03343000000000001,0,0,None,2.0,False,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
331,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,3020.625,11.0,90.0,27.25,0.14090454545454545,0.5499499999999999,33.5625,1.0,2840.625,31.5625,0.9545454545454546,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,88,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.492722512475,0.0,0.0,0.0,0,3.925231146709438e-17,0,0,0,0,0.0,0,0.0,0,0,0.0,0,None,0.0,None,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,1.962615573354719e-17,0,0,0,2840.625,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356347,no intent,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0,None,0,0.3912713004723297,0,0,0,direct,0,0,0,0.0,0,0,0.0,0,0,0.20004001359673673,0,0,None,31.5625,False,None,0,None,0,None,None,None,Tourniquet,0.9999,None,0.9999,90.0,None,Damage Per Second 52.5,None,None,None,0.045454545454545456,4725.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
332,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,3020.625,10.0,90.0,27.25,0.1473631578947368,0.5499499999999999,33.5625,1.0,2840.625,31.5625,0.9473684210526315,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,88,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.995,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,True,None,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9077215556582927,0,0,0,0,0,0,0,0,None,0,0,0,2840.625,0,0,0,neutral,0,0,0,True,0,0,None,0,6.349946968794728,no intent,0,0.9265955861137354,0.004772656415246142,0.2373785595638771,0,FAST,0,0.4440295872656123,0,0,0,direct,0,0,0,None,0,0,None,0,0,0.1258972347453313,0,0,PAIN,31.5625,True,None,0,None,0,None,None,None,Tourniquet,0.9999,None,0.9999,90.0,None,Damage Per Second 52.5,None,None,None,0.05263157894736842,4725.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
333,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,6300.0,10.0,120.0,52.5,0.9999,0.9999,52.5,-0.0,6060.0,50.5,1.0,6300.0,120.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,5,48,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient B'}}",1.0,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,None,None,None,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111528,0,0,0,0,0,0,0,0,None,0,0,0,240.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556581,0.025773032440000034,0.06876893242,0,None,0,0.5407521542977807,0,0,0,none,0,0,0,None,0,0,None,0,0,0.03343,0,0,None,2.0,False,None,0,None,0,None,{'MoralDesert': 1.0},1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
334,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,9056.25,10.0,175.0,51.5,0.9999,0.9999,51.75,1.0,8837.5,50.5,0.2727272727272727,10200.0,200.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.33990066500000005,0.0,6.409875621278546e-17,0.0,0,8.012344526598183e-18,0,1,0,1,8.012344526598183e-18,1,0.0,0,0,0.0,0,None,6.938893903907228e-18,None,1,0,0,0,1,0,1,0.07077786484000001,1,0,0.12400059432111529,0,0,1,0,0,1,0,0,4.006172263299091e-18,0,1,0,218.75,0,0,0,neutral,0,1,1,False,0,0,None,1,9.666031817309092,no intent,0,0.1196823489555658,0.025773032440000027,0.06876893242,0,None,0,0.5407521542977807,0,1,1,none,0,1,0,0.0,0,0,1.6024689053196365e-17,0,0,0.03343,0,0,None,1.25,False,None,0,None,1,None,None,None,Hemostatic gauze,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,150.0,10500.0,Damage Per Second 50.5,0.9999,0.09090909090909091,Damage Per Second 52.5,0.5909090909090909,7650.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,200.0,0.045454545454545456,150.0,0.9999,7875.0,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,Damage Per Second 52.5,0.9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None
335,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,2119.6875,11.0,41.25,51.0,0.3782608695652173,0.9999,51.38636363636363,1.0,2083.125,50.5,0.34782608695652173,2550.0,50.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 75.0 % probability asphixia: 0.0 % probability death: 75.0 %,0.75,0.75,3,72,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right face'}}",0.009950000000000014,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,None,None,UNRESPONSIVE,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,None,0,0,0,36.5625,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000034,0.06876893242000001,0,None,0,0.5407521542977807,0,0,0,none,0,0,0,None,0,0,None,0,0,0.03343,0,0,None,0.8863636363636364,False,None,0,None,0,None,None,None,Pressure bandage,0.09999999999999998,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.09999999999999998,30.0,2231.25,Damage Per Second 50.5,0.5,0.043478260869565216,Damage Per Second 52.5,0.5217391304347826,1530.0,0.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,42.5,0.08695652173913043,42.5,0.5,2167.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,Damage Per Second 50.5,0.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None
336,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,3020.625,10.0,90.0,27.25,0.12812187499999997,0.5499499999999999,33.5625,1.0,2840.625,31.5625,0.96875,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,89,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.99005,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,True,None,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9077215556582927,0,0,0,0,0,0,0,0,None,0,0,0,2840.625,0,0,0,neutral,0,0,0,True,0,0,None,0,6.349946968794728,no intent,0,0.9265955861137354,0.004772656415246141,0.23737855956387705,0,FAST,0,0.44402958726561226,0,0,0,direct,0,0,0,None,0,0,None,0,0,0.1258972347453313,0,0,PAIN,31.5625,True,None,0,None,0,None,None,None,Tourniquet,0.9999,None,0.9999,90.0,None,Damage Per Second 52.5,None,None,None,0.03125,4725.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
