index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,hint,hint.MoralDesert,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,treatment,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED
323,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,2119.6875,11.0,41.25,51.0,0.2875,0.9999,51.38636363636363,1.0,2083.125,50.5,0.08333333333333333,2231.25,42.5,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,3,77,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right face'}}",0.966032673953495,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,None,None,None,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,None,0,0,0,36.5625,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.02577303244000003,0.06876893242,0,None,0,0.5407521542977807,0,0,0,none,0,0,0,None,0,0,None,0,0,0.03343,0,0,None,0.8863636363636364,False,None,0,None,0,None,None,None,0.09999999999999998,probability burn death: 0.0 % probability bleed out: 75.0 % probability asphixia: 0.0 % probability death: 75.0 %,0.09999999999999998,30.0,2550.0,Damage Per Second 50.5,0.75,0.08333333333333333,Damage Per Second 50.5,0.5833333333333334,Pressure bandage,1530.0,0.75,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,50.0,0.25,42.5,0.5,2167.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,Damage Per Second 50.5,0.5,None,None,None,None,None,None,None
324,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,9450.0,10.0,183.33333333333334,51.166666666666664,0.9999,0.9998999999999999,51.54545454545454,1.0,9258.333333333334,50.5,0.5909090909090909,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.012400250000000002,0.0,0.0,0.0,0,1.962615573354719e-17,0,1,0,1,9.813077866773595e-18,0,7.850462293418876e-17,0,0,0.0,0,None,4.9065389333867974e-18,UNRESPONSIVE,1,0,0,0,1,0,1,0.07077786484000001,0,0,0.12400059432111529,0,0,0,0,0,0,0,0,2.4532694666933987e-18,0,0,0,191.66666666666666,0,0,0,neutral,0,1,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000024,0.06876893242000001,0,None,0,0.5407521542977807,0,1,0,none,0,0,0,0.0,0,0,0.0,0,0,0.03343,0,0,None,1.0454545454545454,False,None,0,None,0,None,None,None,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,200.0,10500.0,Damage Per Second 50.5,0.9999,0.045454545454545456,Damage Per Second 52.5,0.36363636363636365,Hemostatic gauze,10200.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,200.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
325,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8575.0,10.0,166.66666666666666,51.166666666666664,0.9999,0.9998999999999999,51.45,1.0,8416.666666666666,50.5,0.5833333333333334,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.507277487525,0.0,0.0,0.0,0,0.0,0,1,0,1,9.813077866773595e-18,0,1.5700924586837752e-16,0,0,0.0,0,None,0.0,None,1,0,0,0,1,0,1,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,2.4532694666933987e-18,0,0,0,158.33333333333334,0,0,0,neutral,0,1,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.02577303244000003,0.06876893241999998,0,None,0,0.5407521542977808,0,1,0,none,0,0,0,0.0,0,0,0.0,0,0,0.03343,0,0,None,0.9500000000000001,False,None,0,None,0,None,None,None,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,200.0,7875.0,Damage Per Second 50.5,0.9999,0.041666666666666664,Damage Per Second 52.5,0.375,Hemostatic gauze,10200.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,150.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
326,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,9056.25,10.0,175.0,51.5,0.9999,0.9999,51.75,1.0,8837.5,50.5,0.625,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.49754975,0.0,0.0,0.0,0,4.9065389333867974e-18,0,0,0,0,0.0,0,0.0,0,0,0.0,0,False,0.0,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9702613998482245,0,0,0,0,0,0,0,0,7.850462293418876e-17,0,0,0,218.75,0,0,0,neutral,0,0,0,True,0,0,None,0,7.544452648203702,no intent,0,0.0,0.5237787111771464,0.01897979529855622,0,RESTRICTED,0,0.193079251984826,0,0,0,none,0,0,0,0.0,0,0,0.0,0,0,0.1823217134246636,0,0,UNRESPONSIVE,1.25,True,None,0,None,0,None,None,None,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,200.0,10500.0,Damage Per Second 50.5,0.9999,0.03125,Damage Per Second 52.5,0.3125,Hemostatic gauze,10200.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,200.0,0.03125,150.0,0.9999,7875.0,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,Damage Per Second 52.5,0.9999,None,None,None,None,None,None,None
327,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8925.0,10.0,175.0,50.5,0.9999,0.9999,51.0,1.0,8837.5,50.5,0.25,10200.0,200.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.34150165835,0.0,0.0,0.0,0,2.0030861316495456e-18,0,0,0,0,0.0,0,3.204937810639273e-17,0,0,0.0,0,False,0.0,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9486588464711658,0,0,0,0,0,0,0,0,3.4925000092272717e-17,0,0,0,87.5,0,0,0,neutral,0,0,0,True,0,0,None,0,4.306825698988572,no intent,0,0.0,0.11202916936833886,0.025735279840722925,0,RESTRICTED,0,0.2920669929788423,0,0,0,none,0,0,0,5.127900497022837e-16,0,0,0.0,0,0,0.2124062432588175,0,0,UNRESPONSIVE,0.5,True,None,0,FAINT,0,None,None,None,0.9999,None,0.9999,150.0,None,Damage Per Second 50.5,None,None,None,0.75,Hemostatic gauze,7650.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
328,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,2119.6875,10.0,41.25,51.0,0.3184027777777778,0.9999,51.38636363636363,1.0,2083.125,50.5,0.6666666666666666,1530.0,30.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,3,75.33333333333333,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right face'}}",0.33335000000000004,2.516611478423583,0.040509093915006476,0.0,0,8.012344526598183e-18,0,0,0,0,0.0,0,6.409875621278546e-17,0,0,0.0,0,False,3.204937810639273e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9486588464711658,0,0,0,0,0,0,0,0,1.6024689053196365e-17,0,0,0,36.5625,0,0,0,neutral,0,0,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833887,0.025735279840722918,0,RESTRICTED,0,0.29206699297884225,0,0,0,none,0,0,0,8.881784197001252e-16,0,0,0.0,0,0,0.2124062432588175,0,0,UNRESPONSIVE,0.8863636363636364,True,None,0,FAINT,0,None,None,None,0.5,probability burn death: 0.0 % probability bleed out: 75.0 % probability asphixia: 0.0 % probability death: 75.0 %,0.5,42.5,2550.0,Damage Per Second 50.5,0.75,0.16666666666666666,Damage Per Second 50.5,0.14583333333333334,Pressure bandage,2167.5,0.75,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,50.0,0.020833333333333332,42.5,0.5,2231.25,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,Damage Per Second 52.5,0.5,None,None,None,None,None,None,None
329,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,9056.25,10.0,175.0,51.5,0.9999,0.9999,51.75,1.0,8837.5,50.5,0.2727272727272727,10200.0,200.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.029259925299500056,None,None,None,0,None,0,1,0,1,None,0,None,0,0,None,0,None,None,UNRESPONSIVE,1,0,0,0,1,0,1,0.07077786484000001,0,0,0.12400059432111528,0,0,0,0,0,0,0,0,None,0,0,0,218.75,0,0,0,neutral,0,1,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000027,0.06876893242,0,None,0,0.5407521542977807,0,1,0,none,0,0,0,None,0,0,None,0,0,0.03343,0,0,None,1.25,False,None,0,None,0,None,None,None,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,150.0,7875.0,Damage Per Second 50.5,0.9999,0.045454545454545456,Damage Per Second 52.5,0.6363636363636364,Hemostatic gauze,7650.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,150.0,0.045454545454545456,200.0,0.9999,10500.0,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,Damage Per Second 52.5,0.9999,None,None,None,None,None,None,None
330,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1050.0,9.0,20.0,52.5,0.09999999999999998,0.9999,52.5,1.0,1010.0,50.5,1.0,1050.0,20.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,4,90,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.009925249999999997,0.0,0.0,0.0,0,1.962615573354719e-17,0,0,0,0,0.0,0,0.0,0,0,0.0,0,True,1.962615573354719e-17,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9077215556582927,0,0,0,0,0,0,0,0,0.0,0,0,0,1010.0,0,0,0,neutral,0,0,0,True,0,0,None,0,6.349946968794728,no intent,0,0.9265955861137354,0.004772656415246141,0.23737855956387705,0,FAST,0,0.4440295872656122,0,0,0,somewhat indirect,0,0,0,0.0,0,0,0.0,0,0,0.12589723474533132,0,0,PAIN,50.5,True,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
331,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8925.0,11.0,175.0,50.5,0.9999,0.9999,51.0,1.0,8837.5,50.5,0.8571428571428571,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.7389360062375,0.0,0.0,0.0,0,0.0,0,1,0,1,6.938893903907228e-18,0,5.551115123125783e-17,0,0,6.938893903907228e-18,0,None,4.006172263299091e-18,UNRESPONSIVE,1,0,0,0,1,0,1,0.07077786484000001,0,0,0.12400059432111528,0,0,0,0,0,0,0,0,2.0030861316495456e-18,0,0,0,87.5,0,0,0,neutral,0,1,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.02577303244000003,0.06876893242,0,None,0,0.5407521542977807,0,1,0,none,0,0,0,0.0,0,0,0.0,0,0,0.03343,0,0,None,0.5,False,None,0,None,0,None,None,None,0.9999,None,0.9999,200.0,None,Damage Per Second 50.5,None,None,None,0.14285714285714285,Hemostatic gauze,10200.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
332,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1050.0,8.0,20.0,52.5,0.09999999999999998,0.9999,52.5,1.0,1010.0,50.5,1.0,1050.0,20.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,4,90,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.0050000000000000044,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,True,None,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9083907292415906,0,0,0,0,0,0,0,0,None,0,0,0,1010.0,0,0,0,neutral,0,0,0,True,0,0,None,0,4.677795356994263,no intent,0,0.9205578552864687,0.0003765446321523807,0.09880538624354532,0,FAST,0,0.4418186648158793,0,0,0,somewhat indirect,0,0,0,None,0,0,None,0,0,0.12383361360390631,0,0,PAIN,50.5,True,None,0,FAST,0,None,None,None,None,None,None,None,None,None,None,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
333,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,9450.0,11.0,183.33333333333334,51.166666666666664,0.9999,0.9998999999999999,51.54545454545454,1.0,9258.333333333334,50.5,0.3888888888888889,10200.0,200.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.50720471264975,0.0,0.0,0.0,0,0.0,0,0,0,0,1.5700924586837752e-16,0,7.850462293418876e-17,0,0,0.0,0,False,5.887846720064156e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9486588464711657,0,0,0,0,0,0,0,0,9.813077866773595e-18,0,0,0,191.66666666666666,0,0,0,neutral,0,0,0,True,0,0,None,0,4.306825698988572,no intent,0,0.0,0.11202916936833884,0.02573527984072292,0,RESTRICTED,0,0.29206699297884225,0,0,0,none,0,0,0,6.280369834735101e-16,0,0,0.0,0,0,0.21240624325881746,0,0,UNRESPONSIVE,1.0454545454545454,True,None,0,FAINT,0,None,None,None,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,150.0,10500.0,Damage Per Second 50.5,0.9999,0.05555555555555555,Damage Per Second 52.5,0.5555555555555556,Hemostatic gauze,7650.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,200.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
334,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8575.0,11.0,166.66666666666666,51.166666666666664,0.9999,0.9998999999999999,51.45,1.0,8416.666666666666,50.5,0.19047619047619047,10200.0,200.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.009950000000000014,None,None,None,0,None,0,1,0,1,None,0,None,0,0,None,0,None,None,UNRESPONSIVE,1,0,0,0,1,0,1,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,None,0,0,0,158.33333333333334,0,0,0,neutral,0,1,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556577,0.025773032440000027,0.06876893242,0,None,0,0.5407521542977807,0,1,0,none,0,0,0,None,0,0,None,0,0,0.03343,0,0,None,0.9500000000000001,False,None,0,None,0,None,None,None,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,150.0,7650.0,Damage Per Second 52.5,0.9999,0.7619047619047619,Damage Per Second 50.5,0.047619047619047616,Hemostatic gauze,7875.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,150.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
335,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,9450.0,10.0,183.33333333333334,51.166666666666664,0.9999,0.9998999999999999,51.54545454545454,1.0,9258.333333333334,50.5,0.26666666666666666,10200.0,200.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.0050000000000000044,None,None,None,0,None,0,1,0,1,None,0,None,0,0,None,0,False,None,UNRESPONSIVE,1,0,0,0,1,0,1,1.0,0,0,0.9486588464711658,0,0,0,0,0,0,0,0,None,0,0,0,191.66666666666666,0,0,0,neutral,0,1,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833884,0.02573527984072292,0,RESTRICTED,0,0.2920669929788422,0,1,0,none,0,0,0,None,0,0,None,0,0,0.21240624325881752,0,0,UNRESPONSIVE,1.0454545454545454,True,None,0,FAINT,0,None,None,None,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,150.0,10500.0,Damage Per Second 50.5,0.9999,0.044444444444444446,Damage Per Second 52.5,0.6888888888888889,Hemostatic gauze,7650.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,200.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
336,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8575.0,10.0,166.66666666666666,51.166666666666664,0.9999,0.9998999999999999,51.45,1.0,8416.666666666666,50.5,0.5909090909090909,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.009950000000000014,None,None,None,0,None,0,1,0,1,None,1,None,0,0,None,0,None,None,None,1,0,0,0,1,0,1,0.07077786484000001,1,0,0.12400059432111528,0,0,1,0,0,1,0,0,None,0,1,0,158.33333333333334,0,0,0,neutral,0,1,1,False,0,0,None,1,9.666031817309092,no intent,0,0.11968234895556581,0.025773032440000027,0.06876893242,0,None,0,0.5407521542977809,0,1,1,none,0,1,0,None,0,0,None,0,0,0.03343,0,0,None,0.9500000000000001,False,None,0,None,1,None,None,None,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,200.0,7875.0,Damage Per Second 50.5,0.9999,0.045454545454545456,Damage Per Second 52.5,0.36363636363636365,Hemostatic gauze,10200.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,150.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
